exercise_id,name_es,name_en,category,body_region,exercise_family,primary_pattern,secondary_pattern,movement_angle_deg,muscle_map,region_bias,joint_actions,equipment_type,attachment,body_position,torso_angle_deg,chest_supported,back_supported,grip_orientation,grip_width,elbow_path,laterality,kinetic_chain,is_compound,rom_score,muscle_length_bias,resistance_profile,stability_demand,fatigue_systemic,fatigue_lower_back,fatigue_grip,skill_demand,variant_keys,notes
dumbbell_french_press,Press Francés con Mancuerna,Dumbbell French Press,strength,arms,overhead_triceps_extension,elbow_extension,,,triceps_brachii:1.0|anconeus:0.25,,elbow:extension,dumbbell,,seated,,false,true,neutral,close,overhead,bilateral,open,false,3,lengthened,0.4|1.0|0.6,2,2,1,2,3,single_or_two_hand|back_support,
close_grip_bench_press,Press Banca Agarre Cerrado,Close-Grip Bench Press,strength,arms,close_grip_press,horizontal_push,,,triceps_brachii:1.0|pectoralis_major:0.70|deltoid_anterior:0.55,,shoulder:horizontal_adduction|elbow:extension|scapula:retraction_control,barbell,,supine,,false,true,pronated,close,tucked,bilateral,open,true,2,mid,0.5|1.0|0.7,3,4,1,2,3,grip_width|pause,
triceps_biased_dip,Fondos con Sesgo a Tríceps,Triceps-Biased Dip,strength,arms,dip,dip_push,elbow_extension,-20,triceps_brachii:1.0|pectoralis_major:0.65|deltoid_anterior:0.45,,shoulder:extension_to_flexion|elbow:extension|scapula:depression,dip_station,,suspended,5,false,false,neutral,medium,tucked,bilateral,closed,true,3,lengthened,0.7|1.0|0.7,4,4,1,3,4,torso_angle|external_load,
machine_dip,Fondos en Máquina,Machine Dip,strength,arms,machine_dip,dip_push,elbow_extension,,triceps_brachii:1.0|pectoralis_major:0.60|deltoid_anterior:0.40,,shoulder:extension_to_flexion|elbow:extension,selectorized_machine,,seated,,false,true,neutral,medium,tucked,bilateral,open,true,3,balanced,0.8|1.0|0.9,1,3,1,1,1,seat_height|torso_angle,
cross_body_cable_triceps_extension,Extensión Cruzada de Tríceps en Cable,Cross-Body Cable Triceps Extension,strength,arms,triceps_cable_extension,elbow_extension,,,triceps_brachii:1.0|anconeus:0.25,,elbow:extension,cable,single_handle,standing,,false,false,neutral,single,across_body,unilateral,open,false,3,mid,0.9|1.0|0.9,3,2,1,1,2,cable_height|arm_angle,
barbell_back_squat,Sentadilla Trasera,Barbell Back Squat,strength,legs,squat,squat,,,quadriceps:1.0|gluteus_maximus:0.75|adductors:0.45|erector_spinae:0.35,,knee:extension|hip:extension|ankle:plantarflexion_control,barbell,,standing,65,false,false,pronated,wide,bar_support,bilateral,closed,true,3,lengthened,0.8|1.0|0.8,5,5,4,1,5,bar_position|stance_width|depth|heel_elevation,
front_squat,Sentadilla Frontal,Front Squat,strength,legs,squat,squat,,,quadriceps:1.0|gluteus_maximus:0.65|adductors:0.40|erector_spinae:0.35,,knee:extension|hip:extension|ankle:plantarflexion_control,barbell,,standing,80,false,false,front_rack,shoulder_width,front_rack,bilateral,closed,true,3,lengthened,0.7|1.0|0.7,5,5,3,1,5,grip_style|stance_width|depth,
smith_machine_squat,Sentadilla en Smith,Smith Machine Squat,strength,legs,squat,squat,,,quadriceps:1.0|gluteus_maximus:0.75|adductors:0.45|erector_spinae:0.35,,knee:extension|hip:extension|ankle:plantarflexion_control,smith_machine,,standing,70,false,false,bar_support,wide,bar_support,bilateral,closed,true,3,lengthened,0.7|1.0|0.7,2,4,3,1,2,foot_position|stance_width|depth,
hack_squat,Hack Squat,Hack Squat,strength,legs,hack_squat,squat,,,quadriceps:1.0|gluteus_maximus:0.65|adductors:0.35,,knee:extension|hip:extension|ankle:plantarflexion_control,plate_loaded_machine,,inclined_supported,75,false,true,handles,neutral,support,bilateral,closed,true,3,lengthened,0.8|1.0|0.9,1,4,1,1,2,foot_position|stance_width|depth,
pendulum_squat,Pendulum Squat,Pendulum Squat,strength,legs,pendulum_squat,squat,,,quadriceps:1.0|gluteus_maximus:0.70|adductors:0.35,,knee:extension|hip:extension|ankle:plantarflexion_control,plate_loaded_machine,,supported_arc,80,false,true,handles,neutral,support,bilateral,closed,true,3,lengthened,0.9|1.0|0.8,1,4,1,1,2,foot_position|stance_width|depth,
belt_squat,Belt Squat,Belt Squat,strength,legs,belt_squat,squat,,,quadriceps:1.0|gluteus_maximus:0.70|adductors:0.40,,knee:extension|hip:extension|ankle:plantarflexion_control,belt_squat_machine,,standing,80,false,false,handles_optional,neutral,free,bilateral,closed,true,3,lengthened,0.9|1.0|0.9,2,4,1,1,2,stance_width|depth|hand_support,
45_degree_leg_press,Prensa 45 Grados,45-Degree Leg Press,strength,legs,leg_press,squat,,,quadriceps:1.0|gluteus_maximus:0.75|adductors:0.40,,knee:extension|hip:extension|ankle:plantarflexion_control,plate_loaded_machine,,reclined,45,false,true,handles,neutral,support,bilateral,closed,true,3,lengthened,0.7|1.0|0.7,1,4,1,1,2,foot_position|stance_width|depth,
horizontal_leg_press,Prensa Horizontal,Horizontal Leg Press,strength,legs,leg_press,squat,,,quadriceps:1.0|gluteus_maximus:0.65|adductors:0.35,,knee:extension|hip:extension|ankle:plantarflexion_control,selectorized_machine,,seated,90,false,true,handles,neutral,support,bilateral,closed,true,3,lengthened,0.7|1.0|0.7,1,3,1,1,1,foot_position|stance_width|depth,
goblet_squat,Sentadilla Goblet,Goblet Squat,strength,legs,goblet_squat,squat,,,quadriceps:1.0|gluteus_maximus:0.65|adductors:0.35|core:0.40,,knee:extension|hip:extension|ankle:plantarflexion_control,dumbbell,,standing,80,false,false,neutral,close,front_load,bilateral,closed,true,3,lengthened,0.7|1.0|0.7,4,4,2,3,2,heel_elevation|stance_width|depth,
bulgarian_split_squat_quad_bias,Sentadilla Búlgara - Sesgo Cuádriceps,Bulgarian Split Squat - Quad Bias,strength,legs,split_squat,lunge,,,quadriceps:1.0|gluteus_maximus:0.65|adductors:0.35,,knee:extension|hip:extension,dumbbell,,split_stance_rear_elevated,80,false,false,neutral,single_each,arms_down,unilateral,closed,true,3,lengthened,0.7|1.0|0.7,5,4,1,3,4,torso_angle|stance_length|heel_elevation,
split_squat,Split Squat,Split Squat,strength,legs,split_squat,lunge,,,quadriceps:0.90|gluteus_maximus:0.80|adductors:0.35,,knee:extension|hip:extension,dumbbell,,split_stance,75,false,false,neutral,single_each,arms_down,unilateral,closed,true,3,lengthened,0.7|1.0|0.7,4,4,1,3,3,torso_angle|stance_length|load_position,
reverse_lunge,Zancada Inversa,Reverse Lunge,strength,legs,lunge,lunge,,,quadriceps:0.90|gluteus_maximus:0.85|adductors:0.35,,knee:extension|hip:extension,dumbbell,,dynamic_split_stance,75,false,false,neutral,single_each,arms_down,alternating,closed,true,3,lengthened,0.7|1.0|0.7,5,4,1,3,4,step_length|torso_angle|load_position,
leg_extension,Extensión de Rodilla en Máquina,Leg Extension,strength,legs,leg_extension,knee_extension,,,quadriceps:1.0,rectus_femoris:0.85|vastus_lateralis:1.0|vastus_medialis:1.0,knee:extension,selectorized_machine,,seated,,false,true,handles,neutral,support,bilateral,open,false,3,balanced,0.8|1.0|0.9,1,2,1,1,1,seat_position|toe_angle|unilateral,
barbell_romanian_deadlift,Peso Muerto Rumano con Barra,Barbell Romanian Deadlift,strength,legs,romanian_deadlift,hip_hinge,,,hamstrings:1.0|gluteus_maximus:0.85|erector_spinae:0.55|adductor_magnus:0.35,,hip:extension|knee:isometric_slight_flexion|spine:stabilization,barbell,,standing_hinge,30,false,false,pronated_or_mixed,medium,straight,bilateral,closed,true,3,lengthened,0.8|1.0|0.7,5,5,4,5,4,stance_width|rom|grip|straps,
dumbbell_romanian_deadlift,Peso Muerto Rumano con Mancuernas,Dumbbell Romanian Deadlift,strength,legs,romanian_deadlift,hip_hinge,,,hamstrings:1.0|gluteus_maximus:0.85|erector_spinae:0.55|adductor_magnus:0.35,,hip:extension|knee:isometric_slight_flexion|spine:stabilization,dumbbell,,standing_hinge,30,false,false,neutral,single_each,straight,bilateral,closed,true,3,lengthened,0.8|1.0|0.7,5,4,4,5,3,stance_width|rom,
stiff_leg_deadlift,Peso Muerto Piernas Rígidas,Stiff-Leg Deadlift,strength,legs,stiff_leg_deadlift,hip_hinge,,,hamstrings:1.0|gluteus_maximus:0.75|erector_spinae:0.60,,hip:extension|knee:isometric_slight_flexion|spine:stabilization,barbell,,standing_hinge,25,false,false,pronated_or_mixed,medium,straight,bilateral,closed,true,3,lengthened,0.7|1.0|0.7,5,5,5,5,5,knee_angle|rom|stance_width,
barbell_good_morning,Buenos Días con Barra,Barbell Good Morning,strength,legs,good_morning,hip_hinge,,,hamstrings:1.0|gluteus_maximus:0.85|erector_spinae:0.55|adductor_magnus:0.35,,hip:extension|knee:isometric_slight_flexion|spine:stabilization,barbell,,standing_hinge,30,false,false,bar_support,wide,bar_support,bilateral,closed,true,3,lengthened,0.7|1.0|0.7,5,5,5,1,5,bar_position|knee_angle|rom,
seated_leg_curl,Curl Femoral Sentado,Seated Leg Curl,strength,legs,leg_curl,knee_flexion,,,hamstrings:1.0|gastrocnemius:0.25,biceps_femoris_long_head:1.0|semitendinosus:1.0|semimembranosus:1.0,knee:flexion,selectorized_machine,,seated,90,false,true,handles,neutral,support,bilateral,open,false,3,lengthened,0.8|1.0|0.9,1,2,1,1,1,hip_angle|unilateral,
lying_leg_curl,Curl Femoral Tumbado,Lying Leg Curl,strength,legs,leg_curl,knee_flexion,,,hamstrings:1.0|gastrocnemius:0.25,,knee:flexion,selectorized_machine,,prone,0,false,false,handles,neutral,support,bilateral,open,false,3,balanced,0.8|1.0|0.9,1,2,1,1,1,pad_position|unilateral,
standing_single_leg_curl,Curl Femoral de Pie Unilateral,Standing Single-Leg Curl,strength,legs,leg_curl,knee_flexion,,,hamstrings:1.0|gastrocnemius:0.25,,knee:flexion,selectorized_machine,,standing_supported,90,true,false,handles,neutral,support,unilateral,open,false,3,balanced,0.8|1.0|0.9,2,2,1,1,1,hip_angle|pad_position,
nordic_hamstring_curl,Curl Nórdico,Nordic Hamstring Curl,strength,legs,nordic_curl,knee_flexion,,,hamstrings:1.0|gastrocnemius:0.20|gluteus_maximus:0.20,,knee:flexion_eccentric|hip:isometric_extension,bodyweight,,kneeling,0,false,false,free,neutral,free,bilateral,closed,false,3,lengthened,1.0|1.0|1.0,4,3,1,1,4,assistance|rom|hip_position,
45_degree_back_extension_hamstring_bias,Hiperextensión 45° con Sesgo Femoral,45-Degree Back Extension - Hamstring Bias,strength,legs,back_extension,hip_hinge,,,hamstrings:1.0|gluteus_maximus:0.75|erector_spinae:0.45,,hip:extension|spine:stabilization,back_extension_bench,,inclined_prone,45,false,false,free_or_loaded,neutral,free,bilateral,closed,true,3,lengthened,0.7|1.0|0.7,2,3,3,1,2,upper_back_rounding|foot_position|external_load,
barbell_hip_thrust,Hip Thrust con Barra,Barbell Hip Thrust,strength,glutes,hip_thrust,hip_extension,,,gluteus_maximus:1.0|hamstrings:0.50|adductors:0.25|core:0.25,,hip:extension|pelvis:posterior_tilt_control,barbell,,upper_back_supported,20,false,true,bar_support,medium,support,bilateral,closed,true,2,shortened_bias,0.7|0.9|1.0,2,4,1,1,2,stance_width|foot_position|pause,
smith_machine_hip_thrust,Hip Thrust en Smith,Smith Machine Hip Thrust,strength,glutes,hip_thrust,hip_extension,,,gluteus_maximus:1.0|hamstrings:0.50|adductors:0.25|core:0.25,,hip:extension|pelvis:posterior_tilt_control,smith_machine,,upper_back_supported,20,false,true,bar_support,medium,support,bilateral,closed,true,2,shortened_bias,0.7|0.9|1.0,1,3,1,1,1,stance_width|foot_position|bench_height,
glute_bridge,Puente de Glúteos,Glute Bridge,strength,glutes,glute_bridge,hip_extension,,,gluteus_maximus:1.0|hamstrings:0.50|adductors:0.25|core:0.25,,hip:extension|pelvis:posterior_tilt_control,bodyweight_or_barbell,,supine,0,false,true,free,neutral,free,bilateral,closed,true,2,shortened_bias,0.6|0.8|1.0,2,2,1,1,1,external_load|stance_width|single_leg,
cable_pull_through,Pull-Through en Cable,Cable Pull-Through,strength,glutes,cable_pull_through,hip_hinge,,,gluteus_maximus:1.0|hamstrings:0.70|erector_spinae:0.25,,hip:extension|spine:stabilization,cable,rope,standing_hinge,35,false,false,neutral,close,arms_between_legs,bilateral,closed,true,3,lengthened,0.9|1.0|0.9,4,3,2,2,3,stance_width|cable_distance|rom,
45_degree_back_extension_glute_bias,Hiperextensión 45° con Sesgo Glúteo,45-Degree Back Extension - Glute Bias,strength,glutes,back_extension,hip_extension,,,gluteus_maximus:1.0|hamstrings:0.65|erector_spinae:0.30,,hip:extension|spine:stabilization,back_extension_bench,,inclined_prone,45,false,false,free_or_loaded,neutral,free,bilateral,closed,true,3,lengthened,0.7|1.0|0.7,2,3,2,1,2,upper_back_rounding|foot_rotation|external_load,
reverse_hyperextension,Hiperextensión Inversa,Reverse Hyperextension,strength,glutes,reverse_hyper,hip_extension,,,gluteus_maximus:1.0|hamstrings:0.70|erector_spinae:0.30,,hip:extension|spine:stabilization,reverse_hyper_machine,,prone_supported,0,true,false,handles,neutral,support,bilateral,open,true,3,lengthened,0.7|1.0|0.9,1,3,2,1,2,rom|swing_control,
cable_glute_kickback,Patada de Glúteo en Cable,Cable Glute Kickback,strength,glutes,glute_kickback,hip_extension,,,gluteus_maximus:1.0|hamstrings:0.25,,hip:extension,cable,ankle_strap,standing_supported,30,false,false,support,neutral,support,unilateral,open,false,3,balanced,0.9|1.0|0.9,3,2,1,1,2,torso_angle|knee_angle|cable_height,
high_step_up_glute_bias,Step-Up Alto con Sesgo Glúteo,High Step-Up - Glute Bias,strength,glutes,step_up,lunge,,,gluteus_maximus:1.0|quadriceps:0.75|adductors:0.35,,hip:extension|knee:extension,dumbbell,,step_stance,55,false,false,neutral,single_each,arms_down,unilateral,closed,true,3,lengthened,0.7|1.0|0.7,5,4,1,3,4,step_height|torso_angle|load_position,
bulgarian_split_squat_glute_bias,Sentadilla Búlgara - Sesgo Glúteo,Bulgarian Split Squat - Glute Bias,strength,glutes,split_squat,lunge,,,gluteus_maximus:1.0|quadriceps:0.80|adductors:0.40,,hip:extension|knee:extension,dumbbell,,split_stance_rear_elevated,55,false,false,neutral,single_each,arms_down,unilateral,closed,true,3,lengthened,0.7|1.0|0.7,5,4,1,3,4,torso_angle|stance_length|load_position,
standing_calf_raise,Elevación de Talones de Pie,Standing Calf Raise,strength,legs,calf_raise,calf_raise,,,gastrocnemius:1.0|soleus:0.65,,ankle:plantarflexion,calf_machine,,standing_supported,,false,false,handles,neutral,support,bilateral,open,false,3,lengthened,0.8|1.0|0.9,2,2,1,1,1,foot_angle|pause|unilateral,
seated_calf_raise,Elevación de Talones Sentado,Seated Calf Raise,strength,legs,calf_raise,calf_raise,,,soleus:1.0|gastrocnemius:0.35,,ankle:plantarflexion,calf_machine,,seated,,false,false,handles,neutral,support,bilateral,open,false,3,lengthened,0.8|1.0|0.9,1,2,1,1,1,foot_angle|pause,
leg_press_calf_raise,Gemelos en Prensa,Leg Press Calf Raise,strength,legs,calf_raise,calf_raise,,,gastrocnemius:1.0|soleus:0.65,,ankle:plantarflexion,leg_press_machine,,reclined,,false,true,handles,neutral,support,bilateral,open,false,3,lengthened,0.9|1.0|0.9,1,2,1,1,1,foot_angle|knee_angle,
donkey_calf_raise,Elevación Donkey,Donkey Calf Raise,strength,legs,calf_raise,calf_raise,,,gastrocnemius:1.0|soleus:0.65,,ankle:plantarflexion,donkey_calf_machine,,bent_supported,20,false,true,handles,neutral,support,bilateral,open,false,3,lengthened,0.8|1.0|0.9,1,2,1,1,1,foot_angle|pause,
single_leg_standing_calf_raise,Elevación de Talón Unilateral,Single-Leg Standing Calf Raise,strength,legs,calf_raise,calf_raise,,,gastrocnemius:1.0|soleus:0.65,,ankle:plantarflexion,bodyweight_or_dumbbell,,standing_supported,,false,false,support,single,support,unilateral,open,false,3,lengthened,1.0|1.0|1.0,3,2,1,2,2,external_load|support|foot_angle,
tibialis_raise,Elevación de Tibial Anterior,Tibialis Raise,strength,legs,tibialis_raise,ankle_dorsiflexion,,,tibialis_anterior:1.0,,ankle:dorsiflexion,bodyweight_or_machine,,standing_supported,,false,false,support,neutral,support,bilateral,open,false,3,balanced,0.7|1.0|0.9,2,1,1,1,1,machine_or_wall|stance_distance,
machine_hip_abduction,Abducción de Cadera en Máquina,Machine Hip Abduction,strength,glutes,hip_abduction,hip_abduction,,,gluteus_medius:1.0|gluteus_minimus:0.70|tensor_fasciae_latae:0.45,,hip:abduction,selectorized_machine,,seated,,false,true,handles,neutral,support,bilateral,open,false,3,balanced,0.8|1.0|0.9,1,2,1,1,1,torso_angle|hip_rotation,
cable_hip_abduction,Abducción de Cadera en Cable,Cable Hip Abduction,strength,glutes,hip_abduction,hip_abduction,,,gluteus_medius:1.0|gluteus_minimus:0.70|tensor_fasciae_latae:0.45,,hip:abduction,cable,ankle_strap,standing_supported,,false,false,support,neutral,support,unilateral,open,false,3,balanced,0.9|1.0|0.9,3,2,1,1,2,cable_height|hip_rotation|torso_angle,
banded_hip_abduction,Abducción de Cadera con Banda,Banded Hip Abduction,strength,glutes,hip_abduction,hip_abduction,,,gluteus_medius:1.0|gluteus_minimus:0.60|tensor_fasciae_latae:0.40,,hip:abduction,resistance_band,,standing_or_seated,,false,false,free,neutral,free,bilateral,open,false,2,shortened_bias,0.4|0.7|1.0,3,1,1,1,1,band_position|body_position,
machine_hip_adduction,Aducción de Cadera en Máquina,Machine Hip Adduction,strength,legs,hip_adduction,hip_adduction,,,adductors:1.0|gracilis:0.65|pectineus:0.45,,hip:adduction,selectorized_machine,,seated,,false,true,handles,neutral,support,bilateral,open,false,3,lengthened,0.8|1.0|0.9,1,2,1,1,1,starting_abduction|torso_angle,
cable_hip_adduction,Aducción de Cadera en Cable,Cable Hip Adduction,strength,legs,hip_adduction,hip_adduction,,,adductors:1.0|gracilis:0.65|pectineus:0.45,,hip:adduction,cable,ankle_strap,standing_supported,,false,false,support,neutral,support,unilateral,open,false,3,lengthened,0.9|1.0|0.9,3,2,1,1,2,cable_height|stance,
copenhagen_plank,Plancha Copenhagen,Copenhagen Plank,strength,legs,copenhagen_plank,hip_adduction,anti_lateral_flexion,,adductors:1.0|obliques:0.75|gluteus_medius:0.35,,hip:adduction_isometric|spine:anti_lateral_flexion,bench,,side_plank,,false,false,forearm_support,neutral,support,unilateral,closed,true,1,mid,1.0|1.0|1.0,5,3,1,1,4,lever_length|support_point,
cable_crunch,Crunch en Cable,Cable Crunch,core,core,trunk_flexion,trunk_flexion,,,rectus_abdominis:1.0|obliques:0.40,,spine:flexion,cable,rope,kneeling,,false,false,neutral,medium,fixed,bilateral,open,false,3,balanced,0.9|1.0|0.9,2,2,1,1,2,cable_height|pelvic_position,
machine_crunch,Crunch en Máquina,Machine Crunch,core,core,trunk_flexion,trunk_flexion,,,rectus_abdominis:1.0|obliques:0.35,,spine:flexion,selectorized_machine,,seated,,false,true,handles,neutral,support,bilateral,open,false,3,balanced,0.8|1.0|0.9,1,2,1,1,1,seat_height|rom,
floor_crunch,Crunch en Suelo,Floor Crunch,core,core,trunk_flexion,trunk_flexion,,,rectus_abdominis:1.0|obliques:0.30,,spine:flexion,bodyweight,,supine,,false,true,free,neutral,free,bilateral,open,false,2,mid,0.5|0.8|1.0,1,1,1,1,1,arm_position|external_load,
reverse_crunch,Crunch Inverso,Reverse Crunch,core,core,trunk_flexion,posterior_pelvic_tilt,,,rectus_abdominis:1.0|obliques:0.35|hip_flexors:0.25,,pelvis:posterior_tilt|spine:flexion,bodyweight,,supine,,false,true,floor_support,neutral,support,bilateral,open,false,2,mid,0.6|0.8|1.0,2,2,1,1,2,leg_position|bench_incline,
hanging_leg_raise,Elevación de Piernas Colgado,Hanging Leg Raise,core,core,leg_raise,hip_flexion,,,rectus_abdominis:0.85|hip_flexors:1.0|obliques:0.45|forearm_flexors:0.35,,hip:flexion|pelvis:posterior_tilt|spine:stabilization,pullup_bar,,suspended,,false,false,pronated,medium,straight,bilateral,open,true,3,balanced,1.0|1.0|1.0,5,3,1,5,4,knee_bend|pelvic_curl|straps,
ab_wheel_rollout,Rueda Abdominal,Ab Wheel Rollout,core,core,rollout,anti_extension,,,rectus_abdominis:1.0|obliques:0.65|latissimus_dorsi:0.45|serratus_anterior:0.40,,spine:anti_extension|shoulder:flexion_extension_control,ab_wheel,,kneeling,,false,false,neutral,medium,straight,bilateral,closed,true,3,lengthened,0.7|1.0|1.0,5,4,3,2,5,kneeling_or_standing|rom,
front_plank,Plancha,Front Plank,core,core,plank,anti_extension,,,rectus_abdominis:1.0|obliques:0.70|gluteus_maximus:0.35,,spine:anti_extension|pelvis:neutral_control,bodyweight,,prone_plank,,false,false,forearm_support,shoulder_width,support,bilateral,closed,false,1,mid,1.0|1.0|1.0,4,2,1,1,2,lever_length|external_load,
side_plank,Plancha Lateral,Side Plank,core,core,side_plank,anti_lateral_flexion,,,obliques:1.0|quadratus_lumborum:0.80|gluteus_medius:0.60,,spine:anti_lateral_flexion|hip:abduction_isometric,bodyweight,,side_plank,,false,false,forearm_support,neutral,support,unilateral,closed,false,1,mid,1.0|1.0|1.0,5,2,1,1,3,lever_length|top_leg_position|external_load,
pallof_press,Press Pallof,Pallof Press,core,core,pallof_press,anti_rotation,,,obliques:1.0|transversus_abdominis:0.80|rectus_abdominis:0.50,,spine:anti_rotation|shoulder:horizontal_press,cable,single_handle,standing,,false,false,two_hand,close,press_forward,bilateral,closed,false,2,mid,0.9|1.0|0.9,4,2,1,1,2,stance|cable_height|kneeling,
cable_trunk_rotation,Rotación de Tronco en Cable,Cable Trunk Rotation,core,core,trunk_rotation,rotation,,,obliques:1.0|rectus_abdominis:0.45|multifidus:0.35,,spine:rotation|hip:rotation_control,cable,single_handle,standing,,false,false,two_hand,close,extended,unilateral_direction,closed,false,3,balanced,0.9|1.0|0.9,4,2,2,1,3,cable_height|stance|hip_rotation,
high_to_low_cable_woodchop,Woodchop Alto-Bajo,High-to-Low Cable Woodchop,core,core,woodchop,rotation,,,obliques:1.0|rectus_abdominis:0.45|latissimus_dorsi:0.35,,spine:rotation_and_flexion|shoulder:diagonal_adduction,cable,single_handle,standing,,false,false,two_hand,close,diagonal,unilateral_direction,closed,true,3,balanced,0.9|1.0|0.9,4,3,2,1,3,cable_height|stance|hip_rotation,
dead_bug,Dead Bug,Dead Bug,core,core,dead_bug,anti_extension,,,rectus_abdominis:0.90|obliques:0.65|hip_flexors:0.35,,spine:anti_extension|hip:flexion_extension_control|shoulder:flexion_extension_control,bodyweight,,supine,,false,false,free,neutral,free,alternating,open,false,2,mid,1.0|1.0|1.0,3,1,1,1,2,limb_lever|external_load,
bird_dog,Bird Dog,Bird Dog,core,core,bird_dog,anti_rotation,,,multifidus:1.0|erector_spinae:0.70|gluteus_maximus:0.55|deltoid_anterior:0.25,,spine:anti_rotation|hip:extension|shoulder:flexion,bodyweight,,quadruped,,false,false,hand_support,shoulder_width,straight,alternating,closed,false,2,mid,1.0|1.0|1.0,4,1,2,1,2,pause|external_load,
hollow_body_hold,Hollow Body Hold,Hollow Body Hold,core,core,hollow_hold,anti_extension,,,rectus_abdominis:1.0|obliques:0.65|hip_flexors:0.45,,spine:anti_extension|pelvis:posterior_tilt,bodyweight,,supine,,false,false,free,neutral,overhead_or_sides,bilateral,open,false,1,mid,1.0|1.0|1.0,3,2,1,1,3,arm_position|leg_lever,
wrist_curl,Curl de Muñeca,Wrist Curl,strength,forearms,wrist_curl,wrist_flexion,,,wrist_flexors:1.0|finger_flexors:0.55,,wrist:flexion,barbell_or_dumbbell,,seated_supported,,false,false,supinated,medium,supported,bilateral,open,false,3,lengthened,0.4|1.0|0.7,1,1,1,3,1,equipment|grip_width,
wrist_extension,Extensión de Muñeca,Wrist Extension,strength,forearms,wrist_extension,wrist_extension,,,wrist_extensors:1.0,,wrist:extension,barbell_or_dumbbell,,seated_supported,,false,false,pronated,medium,supported,bilateral,open,false,3,lengthened,0.4|1.0|0.7,1,1,1,3,1,equipment|grip_width,
farmer_carry,Caminata del Granjero,Farmer Carry,strength,forearms,loaded_carry,carry,,,forearm_flexors:1.0|trapezius_upper:0.70|core:0.65|gluteus_medius:0.35,,hand:grip_isometric|spine:anti_lateral_flexion|hip:gait_stabilization,dumbbell_or_trap_bar,,walking,,false,false,neutral,single_each,straight,bilateral,closed,true,1,mid,1.0|1.0|1.0,5,5,3,5,3,implement|distance|unilateral,
dead_hang,Colgado Pasivo,Dead Hang,strength,forearms,dead_hang,grip_isometric,,,forearm_flexors:1.0|latissimus_dorsi:0.30|trapezius_lower:0.20,,hand:grip_isometric|shoulder:overhead_isometric,pullup_bar,,suspended,,false,false,pronated,medium,straight,bilateral,closed,false,1,mid,1.0|1.0|1.0,3,2,1,5,1,grip_width|one_arm|external_load,
plate_pinch_hold,Pinza de Discos,Plate Pinch Hold,strength,forearms,pinch_grip,grip_isometric,,,thumb_adductors:1.0|finger_flexors:0.80|forearm_flexors:0.60,,hand:pinch_isometric,weight_plates,,standing,,false,false,pinch,single_each,straight,bilateral,open,false,1,mid,1.0|1.0|1.0,2,1,1,5,1,plate_thickness|one_or_two_hand,
dumbbell_forearm_pronation_supination,Pronación y Supinación con Mancuerna,Dumbbell Forearm Pronation-Supination,strength,forearms,forearm_rotation,forearm_rotation,,,pronator_teres:0.85|pronator_quadratus:0.85|supinator:0.85|biceps_brachii:0.30,,forearm:pronation_supination,dumbbell,,seated_supported,,false,false,neutral,single,supported,unilateral,open,false,3,balanced,0.5|1.0|0.5,1,1,1,3,2,lever_length|elbow_angle,
wrist_roller,Rodillo de Muñeca,Wrist Roller,strength,forearms,wrist_roller,wrist_flexion_extension,,,wrist_flexors:1.0|wrist_extensors:1.0|finger_flexors:0.50,,wrist:flexion_extension|hand:grip_isometric,wrist_roller,,standing,,false,false,pronated,medium,extended_or_flexed,bilateral,open,false,3,balanced,1.0|1.0|1.0,3,2,1,5,2,direction|arm_position|load,
treadmill_walking,Caminata en Cinta,Treadmill Walking,cardio,full_body,treadmill_walk,locomotion,,,cardiovascular_system:1.0|quadriceps:0.45|gluteus_maximus:0.35|calves:0.30,,hip:flexion_extension|knee:flexion_extension|ankle:plantarflexion_dorsiflexion,treadmill,,walking,,false,false,neutral,neutral,neutral,bilateral,open,true,2,balanced,,2,3,1,1,1,speed|incline,
incline_treadmill_walking,Caminata Inclinada en Cinta,Incline Treadmill Walking,cardio,full_body,treadmill_walk,locomotion,,,cardiovascular_system:1.0|gluteus_maximus:0.60|calves:0.50|quadriceps:0.45,,hip:flexion_extension|knee:flexion_extension|ankle:plantarflexion_dorsiflexion,treadmill,,walking,,false,false,neutral,neutral,neutral,bilateral,open,true,2,balanced,,2,4,1,1,1,speed|incline,
treadmill_running,Carrera en Cinta,Treadmill Running,cardio,full_body,running,locomotion,,,cardiovascular_system:1.0|quadriceps:0.55|gluteus_maximus:0.50|calves:0.55,,hip:flexion_extension|knee:flexion_extension|ankle:plantarflexion_dorsiflexion,treadmill,,running,,false,false,neutral,neutral,neutral,bilateral,open,true,3,balanced,,4,5,1,1,3,speed|incline,
stationary_bike,Bicicleta Estática,Stationary Bike,cardio,legs,cycling,locomotion,,,cardiovascular_system:1.0|quadriceps:0.65|gluteus_maximus:0.40|hamstrings:0.30,,hip:flexion_extension|knee:flexion_extension|ankle:plantarflexion_control,stationary_bike,,seated,,false,false,neutral,neutral,neutral,bilateral,open,true,2,balanced,,1,4,1,1,1,resistance|cadence|seat_height,
elliptical_trainer,Elíptica,Elliptical Trainer,cardio,full_body,elliptical,locomotion,,,cardiovascular_system:1.0|quadriceps:0.45|gluteus_maximus:0.40|hamstrings:0.30,,hip:flexion_extension|knee:flexion_extension|shoulder:flexion_extension,elliptical,,standing,,false,false,neutral,neutral,neutral,bilateral,open,true,2,balanced,,2,4,1,1,1,resistance|cadence|incline,
